Customer Status,Customer ID,Age,City,Zip Code,Latitude,Longitude,Internet Type,Phone Service,Gender,Tenure in Months,Monthly Charge,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Payment Method,Streaming Movies,Streaming TV
Churned,Q541158,76,Saint Paul,55107,44.93099,-93.07957,,Yes,Male,3.237560234,137.461553,68.284960575,No,Yes,No,No,Month-to-month,Yes,Electronic Check,Yes,No
Churned,O707075,75,Ringoes,8551,40.44172,-74.84013,Fiber Optic,Yes,Male,2.733109234,217.472533,73.50967213333332,No,Yes,Yes,Yes,Month-to-month,No,Bank Withdrawal,No,Yes
Churned,L229402,74,Comfrey,56019,44.11271,-94.89317,,Yes,Nonbinary,3.180102025,210.138,60.3983613,No,Yes,No,Yes,Two Year,Yes,Mailed Check,Yes,Yes
Stayed,Y259927,49,Bullville,10915,41.54231,-74.35823,DSL,No,Male,15.85983755,104.964303,152.43916783333333,No,No,No,Yes,Two Year,Yes,Electronic Check,No,No
Churned,G820541,47,Mc Donald,15057,40.35592,-80.24823,Fiber Optic,Yes,Male,11.73724209,262.610632,139.01659325,No,Yes,No,No,Month-to-month,No,Bank Withdrawal,Yes,Yes
Churned,F672614,20,Calcium,13616,44.02608,-75.85861,,Yes,Female,7.006240694,152.488401,93.696096,Yes,Yes,No,Yes,Month-to-month,No,Credit Card,Yes,No
Churned,L686627,26,Reedsport,97467,43.71022,-123.95642,DSL,Yes,Female,5.562130367,174.974431,109.68664533333333,Yes,No,No,Yes,One year,No,Credit Card,Yes,No
Stayed,T660448,72,Burbank,91506,34.17123,-118.32382,Fiber Optic,Yes,Female,14.53027663,220.118516,136.43345216666668,No,No,No,Yes,One year,Yes,Credit Card,Yes,Yes
Stayed,G864898,41,West Hartford,6119,41.76336,-72.72717,Fiber Optic,Yes,Male,5.905906389,162.452604,79.32103671666667,Yes,Yes,No,No,Month-to-month,No,Mailed Check,No,Yes
Churned,V847401,26,Vidalia,71373,31.30969,-91.60794,DSL,Yes,Female,3.260462654,184.961033,104.00813766666666,Yes,Yes,No,No,Month-to-month,Yes,Mailed Check,Yes,No
Stayed,X852253,55,Louin,39338,32.11472,-89.22514,Fiber Optic,Yes,Male,18.91276578,217.483972,185.02128374999998,Yes,Yes,Yes,No,One year,Yes,Electronic Check,Yes,No
Stayed,M482085,46,Rialto,92377,34.15607,-117.40417,Fiber Optic,Yes,Female,14.25617986,220.118516,139.10020141666666,No,No,No,Yes,Two Year,No,Mailed Check,Yes,Yes
Churned,L535753,87,Chicago,60645,42.00853,-87.69481,,Yes,Female,7.983887266,187.642236,82.50462563333333,No,No,No,Yes,One year,Yes,Bank Withdrawal,Yes,Yes
Stayed,K265986,39,League City,77573,29.50205,-95.08652,Fiber Optic,Yes,Male,5.969967132,174.961766,80.66515946666667,Yes,Yes,No,Yes,Two Year,Yes,Electronic Check,No,Yes
Churned,C695447,81,Hope,40334,38.01464,-83.76565,Fiber Optic,Yes,Male,19.95277818,252.637807,182.52165633333334,No,No,Yes,No,Two Year,Yes,Electronic Check,Yes,Yes
Stayed,T484755,83,Wyandanch,11798,40.75225,-73.37596,,Yes,Male,14.85781115,130.024412,120.47939841666665,Yes,Yes,Yes,Yes,One year,No,Credit Card,No,No
Churned,X999392,50,Kingston,60145,42.09364,-88.77654,Fiber Optic,Yes,Female,2.600063739,162.482694,44.054609066666664,Yes,No,Yes,No,Month-to-month,No,Credit Card,Yes,No
Churned,N995093,87,Glenville,56036,43.55141,-93.22052,Fiber Optic,Yes,Female,11.92299244,182.467607,108.04008791666666,No,No,Yes,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Stayed,D478815,76,Smoot,83126,42.57963,-110.84469,DSL,Yes,Female,5.972864167,139.934918,99.61608641666668,No,Yes,No,No,Two Year,Yes,Mailed Check,No,Yes
Churned,I338069,25,Toledo,43613,41.70628,-83.6037,,Yes,Female,10.87555535,200.165175,141.67683266666668,No,No,Yes,Yes,Two Year,No,Mailed Check,Yes,Yes
Churned,T278739,34,Hailey,83333,43.56677,-114.3155,,Yes,Male,16.00330155,202.682861,176.722819,Yes,No,Yes,Yes,Two Year,No,Mailed Check,Yes,Yes
Stayed,R857699,46,Mayville,58257,47.49741,-97.28184,Fiber Optic,Yes,Female,12.63074989,159.951231,103.20177891666667,No,No,No,Yes,Two Year,No,Electronic Check,Yes,No
Stayed,Q386914,73,New Brockton,36351,31.41551,-85.91877,Fiber Optic,Yes,Female,8.4944392,149.948316,70.59256658333334,No,No,No,Yes,Month-to-month,Yes,Mailed Check,No,Yes
Churned,T132275,57,Somerset,22972,38.21615,-78.2303,Fiber Optic,Yes,Female,8.044444101,149.959755,92.7447585,Yes,No,No,No,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,T392167,58,Greenville,29613,34.92588,-82.4386,DSL,Yes,Male,12.07358377,137.469817,135.25375216666666,No,No,No,Yes,Two Year,No,Electronic Check,No,No
Churned,J315269,70,Nichols,13812,42.03008,-76.35403,,Yes,Male,10.21634248,187.656013,123.31084841666666,No,No,Yes,No,One year,Yes,Bank Withdrawal,Yes,Yes
Churned,B124449,53,Carney,74832,35.82626,-97.01138,DSL,Yes,Male,15.50354683,164.985293,178.72791866666668,Yes,No,Yes,No,Month-to-month,No,Mailed Check,No,Yes
Churned,P954849,31,Valley Stream,11580,40.67495,-73.70356,Fiber Optic,Yes,Male,13.88004531,159.965008,126.85745933333334,No,No,Yes,No,Month-to-month,No,Credit Card,Yes,No
Stayed,K20948,38,Belmond,50421,42.84308,-93.62003,Fiber Optic,Yes,Female,19.48900163,172.462354,164.56500450000001,Yes,No,No,No,One year,Yes,Electronic Check,No,Yes
Churned,M893176,26,Alexandria,71302,31.20426,-92.37751,Fiber Optic,Yes,Female,10.01771765,204.949594,105.09809983333334,No,Yes,No,Yes,Two Year,No,Electronic Check,No,Yes
Stayed,P765785,44,Lopeno,78564,26.67347,-99.10304,Fiber Optic,Yes,Male,7.34059599,147.473844,78.30984436666667,No,Yes,Yes,No,One year,No,Electronic Check,No,No
Churned,X780945,66,Glendale,91210,34.14454,-118.2565,Fiber Optic,Yes,Female,12.64742067,162.471255,113.08857116666667,No,No,Yes,Yes,Month-to-month,No,Electronic Check,No,Yes
Stayed,H776847,58,Montrose,36559,30.56858,-87.90401,DSL,Yes,Male,8.850426839,119.95684,121.40728691666668,Yes,No,No,No,Two Year,No,Mailed Check,No,Yes
Churned,A471876,51,Taylor,58656,46.94406,-102.45833,Fiber Optic,Yes,Female,3.701557118,207.609354,78.13219888333333,No,No,No,No,One year,No,Bank Withdrawal,Yes,Yes
Stayed,B424659,34,Garrison,56450,46.23146,-93.83415,,Yes,Female,2.976033785,194.999168,69.176608425,No,Yes,Yes,Yes,One year,Yes,Mailed Check,Yes,No
Stayed,F111037,87,Barre,1005,42.42018,-72.10615,Fiber Optic,Yes,Nonbinary,5.522376826,174.975543,61.4880384,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,No,Yes
Churned,S690107,67,Semora,27343,36.50308,-79.09174,Fiber Optic,Yes,Female,15.64596698,240.114868,148.48790516666665,No,No,No,No,Month-to-month,No,Mailed Check,Yes,Yes
Churned,Q991854,59,Clarksville,47129,38.31387,-85.76896,Fiber Optic,Yes,Nonbinary,23.00764441,240.114868,205.38145741666665,No,No,No,No,Month-to-month,Yes,Credit Card,Yes,Yes
Stayed,U560834,23,Pathfork,40863,36.73949,-83.44596,DSL,Yes,Male,17.24924155,139.983006,199.35028408333335,No,Yes,Yes,Yes,One year,Yes,Mailed Check,No,No
Churned,P452772,42,Penasco,87553,36.20595,-105.70693,Fiber Optic,Yes,Male,13.01107597,240.114868,138.68272583333334,No,No,No,No,Month-to-month,Yes,Credit Card,Yes,Yes
Churned,B949126,24,North Brookfield,13418,42.84506,-75.38218,DSL,Yes,Female,5.104082209,209.993134,119.46807483333333,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Yes,No
Stayed,F697244,81,Portland,48875,42.85933,-84.92965,DSL,Yes,Female,3.521499924,147.456419,68.62444369166667,No,Yes,No,No,Two Year,No,Mailed Check,No,No
Stayed,F501848,78,Beckville,75631,32.24926,-94.45456,DSL,Yes,Male,8.08137067,107.495766,122.36311841666667,Yes,No,Yes,No,Month-to-month,Yes,Mailed Check,No,No
Churned,Q971369,51,Barnesville,18214,40.79879,-76.08148,,Yes,Female,1.875430489,152.502178,49.231381675,Yes,Yes,Yes,No,Month-to-month,Yes,Credit Card,Yes,No
Stayed,W186069,70,Kanona,14856,42.37667,-77.36652,,Yes,Female,5.587484456,79.978861,34.885057375,No,No,No,No,One year,No,Bank Withdrawal,No,No
Stayed,Y292243,87,Midvale,44653,40.43606,-81.37021,DSL,Yes,Female,7.007695148,142.482694,98.4993205,Yes,No,Yes,No,Two Year,Yes,Mailed Check,Yes,No
Stayed,F333860,46,Enigma,31749,31.41298,-83.32722,DSL,Yes,Female,1.408375942,117.439154,61.116974449999994,No,No,No,No,One year,Yes,Bank Withdrawal,No,Yes
Churned,Z534243,56,Galva,67443,38.38074,-97.52213,Fiber Optic,Yes,Female,11.64983735,220.132293,143.26444891666668,No,No,Yes,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Churned,O249806,44,Worthington,41183,38.55253,-82.73701,DSL,Yes,Male,2.964559883,152.455519,100.49636358333333,Yes,Yes,No,No,Two Year,Yes,Electronic Check,Yes,No
Stayed,V143753,33,Littlefield,79339,33.88987,-102.33544,Fiber Optic,Yes,Female,10.25635754,174.961766,105.08606358333333,Yes,Yes,No,Yes,Month-to-month,No,Electronic Check,No,Yes
Churned,A715491,19,Manitowish Waters,54545,46.12873,-89.85899,Fiber Optic,Yes,Female,3.892407013,202.443347,61.814724899999995,No,Yes,No,No,Month-to-month,Yes,Bank Withdrawal,Yes,No
Churned,D986940,31,Barboursville,25504,38.37332,-82.26407,Fiber Optic,Yes,Male,3.226996711,210.12704,77.71736965833334,Yes,No,No,No,Two Year,No,Credit Card,Yes,Yes
Stayed,Z147347,34,Sturgeon Lake,55783,46.3964,-92.88292,,Yes,Female,15.87685513,139.979239,142.38450158333333,Yes,Yes,No,No,One year,No,Bank Withdrawal,Yes,No
Stayed,W830673,43,Fredericktown,43019,40.49343,-82.5764,DSL,Yes,Male,5.874064017,139.965008,113.63216916666666,No,No,Yes,No,Two Year,No,Mailed Check,Yes,No
Stayed,Q470894,82,Elmer City,99124,48.00013,-118.9525,Fiber Optic,Yes,Male,3.756359276,137.439154,39.342141825,No,No,No,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Stayed,I584048,36,Calais,4619,45.134,-67.224,,Yes,Female,2.905283283,102.474625,46.519504633333334,No,Yes,No,No,Month-to-month,No,Credit Card,No,No
Churned,J779175,48,Correll,56227,45.29278,-96.16591,Fiber Optic,Yes,Male,1.474810061,252.637807,67.93289483333334,No,No,Yes,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Churned,O82369,52,North Garden,22959,37.94084,-78.65369,,Yes,Male,18.56165869,194.999168,167.27530141666668,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic Check,Yes,No
Churned,U528986,35,Vado,88072,32.14053,-106.61285,DSL,Yes,Nonbinary,12.39088509,242.610632,174.04006916666665,No,Yes,No,No,Month-to-month,No,Bank Withdrawal,Yes,Yes
Stayed,K33780,83,Chicago,60639,41.92056,-87.75603,,Yes,Female,14.17192333,127.458638,119.23012433333334,No,Yes,No,No,Month-to-month,No,Electronic Check,No,Yes
Stayed,M720169,20,Durham,67438,38.49747,-97.28225,,Yes,Male,3.86023041,129.976324,68.52507245,Yes,Yes,No,No,Two Year,Yes,Electronic Check,No,Yes
Churned,Q279060,25,Cosmos,56228,44.93688,-94.67707,Fiber Optic,Yes,Female,17.72593456,240.114868,171.60008316666665,No,No,No,No,One year,No,Electronic Check,Yes,Yes
Stayed,V840276,88,Morrice,48857,42.8425,-84.15529,Fiber Optic,Yes,Male,3.043063167,174.975543,51.46187858333334,Yes,Yes,Yes,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Stayed,B248010,54,Cecilton,21913,39.40454,-75.86757,Fiber Optic,Yes,Female,5.827112819,169.944668,63.206466541666664,No,No,No,No,One year,No,Electronic Check,No,Yes
Churned,C805115,46,Willard,44890,41.08112,-82.71561,,Yes,Male,4.648958177,162.511928,74.55611546666667,Yes,No,Yes,No,Month-to-month,No,Electronic Check,Yes,No
Stayed,D89225,75,New Rochelle,10805,40.89645,-73.7804,DSL,Yes,Female,11.96274778,119.95684,136.65818908333333,Yes,No,No,No,Month-to-month,Yes,Electronic Check,No,Yes
Stayed,X904034,66,Siren,54872,45.77019,-92.40004,Fiber Optic,No,Male,4.525864256,137.439154,59.22951360833333,No,No,No,No,Month-to-month,No,Bank Withdrawal,No,Yes
Stayed,B148329,51,Brightwood,22715,38.41139,-78.1835,Fiber Optic,Yes,Female,8.038308899,207.46728,91.01883683333334,Yes,Yes,No,Yes,Two Year,No,Credit Card,No,Yes
Stayed,X914490,81,Cupertino,95014,37.30493,-122.0807,DSL,Yes,Female,1.416592892,149.974105,63.084142291666666,Yes,Yes,No,No,One year,Yes,Bank Withdrawal,No,No
Stayed,U120690,75,Etna,83118,43.04942,-111.00229,,Yes,Male,19.83504645,225.178625,191.82089341666665,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic Check,Yes,Yes
Churned,F116821,54,West Springfield,1089,42.12534,-72.65027,DSL,No,Female,15.85002222,232.637807,200.11721208333333,No,No,Yes,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Stayed,X389713,73,Los Lunas,87031,34.73183,-106.8878,,Yes,Male,15.94935291,117.472036,127.98240783333334,No,No,No,Yes,Month-to-month,No,Credit Card,No,Yes
Stayed,M379067,53,Sheffield,79781,30.59596,-101.77778,DSL,Yes,Male,11.94550648,137.469817,128.04915133333333,No,No,No,Yes,Month-to-month,Yes,Electronic Check,No,No
Stayed,A81135,33,Clearwater,33756,27.94449,-82.79241,Fiber Optic,Yes,Female,16.03360405,220.132293,179.48153508333334,No,No,Yes,No,Month-to-month,No,Electronic Check,Yes,Yes
Stayed,V280043,41,Polk,44866,40.9206,-82.19339,DSL,Yes,Female,21.29342532,124.960655,200.7663265,No,No,No,No,Two Year,No,Bank Withdrawal,No,No
Stayed,U169694,59,Calvert,77837,31.00731,-96.68717,DSL,Yes,Female,4.95598008,199.990219,111.90520475,Yes,Yes,Yes,Yes,One year,No,Bank Withdrawal,No,Yes
Churned,N162822,23,New Bern,28560,35.13427,-76.9857,DSL,Yes,Female,2.73951266,159.947583,87.17122283333333,No,No,No,No,Month-to-month,No,Bank Withdrawal,Yes,No
Churned,K618387,32,Flat Rock,48134,42.10714,-83.29339,Fiber Optic,No,Female,4.973046104,245.145743,100.373289,Yes,Yes,Yes,No,One year,No,Electronic Check,Yes,Yes
Churned,D944092,51,Rockville,47872,39.75343,-87.162,Fiber Optic,Yes,Female,10.28430068,255.155493,134.74234941666666,Yes,No,Yes,No,Month-to-month,No,Credit Card,Yes,Yes
Stayed,F908532,46,Fort Lauderdale,33306,26.16549,-80.11383,Fiber Optic,Yes,Female,2.581692044,134.950905,28.7508294,No,Yes,No,No,Two Year,No,Bank Withdrawal,No,No
Churned,K380097,37,Wickes,71973,34.29961,-94.3172,DSL,Yes,Male,6.945736396,159.947583,118.92405458333333,No,No,No,No,Month-to-month,No,Credit Card,Yes,No
Stayed,R717119,53,Pippa Passes,41844,37.32677,-82.86427,DSL,Yes,Male,9.999416271,139.987503,121.02788616666668,Yes,No,No,Yes,Month-to-month,Yes,Bank Withdrawal,No,No
Churned,X978383,62,Dry Prong,71423,31.60806,-92.56734,Fiber Optic,Yes,Male,6.035737465,179.947583,66.29131131666666,No,No,No,No,Month-to-month,No,Bank Withdrawal,Yes,No
Stayed,L693606,57,Vanderbilt,15486,40.02532,-79.70475,DSL,No,Female,9.004964377,127.473844,111.15785241666667,No,Yes,Yes,No,Month-to-month,Yes,Credit Card,No,No
Churned,Q486994,80,Orient,43146,39.77433,-83.14164,DSL,Yes,Female,5.071456681,232.637807,116.85040916666667,No,No,Yes,No,One year,No,Credit Card,Yes,Yes
Churned,R463442,43,Fair Oaks,47943,41.06205,-87.27353,Fiber Optic,Yes,Male,12.02106494,195.006206,120.59974458333333,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank Withdrawal,No,No
Churned,O40995,35,Vienna,22180,38.89655,-77.25486,DSL,Yes,Male,5.049303717,267.642733,138.542578,No,Yes,Yes,Yes,Month-to-month,Yes,Bank Withdrawal,Yes,Yes
Stayed,I933613,63,Fort Lauderdale,33321,26.21204,-80.2696,Fiber Optic,Yes,Female,18.17247008,149.959755,142.30343008333332,Yes,No,No,No,Two Year,No,Mailed Check,Yes,No
Churned,O900811,63,Zearing,50278,42.15018,-93.29745,DSL,Yes,Female,15.31997698,220.114868,181.81273275,No,No,No,No,Two Year,Yes,Bank Withdrawal,Yes,Yes
Stayed,F269503,27,Hibbing,55746,47.36127,-92.95287,Fiber Optic,Yes,Female,16.0708543,157.483594,131.30696291666666,No,No,Yes,No,Month-to-month,No,Mailed Check,No,No
Stayed,V549313,19,Leon,73441,33.90457,-97.43061,,Yes,Female,7.873371451,127.474951,85.79077016666668,No,No,No,Yes,Two Year,No,Electronic Check,Yes,No
Stayed,Y254714,40,Millerton,50165,40.84368,-93.28374,,Yes,Female,23.62866494,139.981577,197.51537066666666,No,Yes,Yes,No,Two Year,Yes,Electronic Check,No,Yes
Churned,C125388,42,East Hanover,7936,40.81924,-74.36372,DSL,Yes,Male,25.8634566,255.133571,275.8266144166667,No,Yes,Yes,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Churned,D901316,40,Nerstrand,55053,44.34655,-93.06401,DSL,Yes,Female,9.405224809,194.966286,135.27282708333334,No,Yes,Yes,No,One year,Yes,Mailed Check,Yes,No
Stayed,H906834,72,Huron,57350,44.40229,-98.20053,Fiber Optic,Yes,Female,12.84490034,179.965581,95.51666008333332,No,Yes,No,Yes,Month-to-month,Yes,Mailed Check,No,No
Churned,W551882,61,Varina,50593,42.65722,-94.8988,DSL,No,Male,16.59325254,174.976769,185.77233591666666,No,No,Yes,Yes,Month-to-month,Yes,Credit Card,No,Yes
Stayed,D402022,71,Chicago,60630,41.97215,-87.75706,DSL,Yes,Male,20.35456039,187.609354,209.363745,No,No,No,No,Month-to-month,No,Electronic Check,Yes,Yes
Stayed,M545162,68,Houston,77092,29.82964,-95.47377,Fiber Optic,Yes,Female,12.00925702,169.937833,108.11570733333333,No,Yes,No,No,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,C459569,88,Wasco,93280,35.64804,-119.44872,,Yes,Female,2.861423443,115.002061,23.615981666666666,Yes,No,No,No,Month-to-month,No,Credit Card,No,No
Churned,O226386,64,Mcdonald,88262,33.13287,-103.42588,DSL,Yes,Male,14.20349453,152.462354,162.31544166666666,Yes,No,No,No,Month-to-month,No,Electronic Check,No,Yes
Churned,G954415,63,Germantown,12526,42.12185,-73.85884,Fiber Optic,Yes,Female,4.98152586,207.609354,70.76643784166667,No,No,No,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Stayed,E475593,53,Humansville,65674,37.786,-93.60683,,Yes,Female,23.12150846,147.503078,177.61331891666669,No,Yes,Yes,No,Month-to-month,No,Credit Card,No,No
Stayed,D160442,41,Forest,39074,32.39096,-89.47839,DSL,Yes,Male,6.307178205,200.118516,122.00292233333333,No,No,No,Yes,Two Year,Yes,Credit Card,Yes,Yes
Stayed,J757606,63,Marienville,16239,41.49186,-79.13576,,Yes,Male,12.73622643,137.497825,115.12821233333334,Yes,Yes,No,No,One year,Yes,Bank Withdrawal,No,No
Stayed,E791178,56,Harwood,58042,46.97095,-96.95486,,Yes,Female,12.00466914,134.980139,104.0522395,No,Yes,No,No,Two Year,No,Electronic Check,No,No
Stayed,U451201,27,Wedowee,36278,33.32618,-85.52697,Fiber Optic,Yes,Male,2.243757398,147.442069,46.53126468333334,No,No,No,No,One year,No,Bank Withdrawal,Yes,No
Stayed,Z817431,47,Saint Michaels,86511,35.64747,-109.24552,Fiber Optic,Yes,Male,1.583394702,197.494455,56.351488825,Yes,No,Yes,Yes,One year,No,Mailed Check,No,Yes
Stayed,A295468,42,Philadelphia,19121,39.98218,-75.17865,,Yes,Female,14.23487852,162.529926,136.82822466666667,Yes,Yes,Yes,Yes,One year,Yes,Bank Withdrawal,No,No
Churned,S986240,72,Orrstown,17244,40.08489,-77.66266,,Yes,Female,15.28108311,210.151777,150.99703108333333,No,Yes,Yes,No,Month-to-month,No,Bank Withdrawal,Yes,Yes
Churned,H472673,58,Barton City,48705,44.70086,-83.65359,DSL,Yes,Male,4.135827839,159.965581,88.88604624999999,No,Yes,No,Yes,Month-to-month,No,Electronic Check,No,No
Churned,H146363,33,Marblemount,98267,48.44343,-121.31629,,No,Male,9.740709475,190.173699,126.17766383333333,Yes,No,Yes,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Churned,S596844,87,Reynolds,63666,37.39807,-91.05979,DSL,Yes,Female,1.213704886,202.649979,99.12913925,Yes,No,Yes,No,Two Year,No,Electronic Check,Yes,Yes
Stayed,K458306,34,Winston Salem,27103,36.05798,-80.32147,Fiber Optic,Yes,Female,11.86252419,134.950905,92.83502349999999,No,Yes,No,No,Month-to-month,Yes,Bank Withdrawal,No,No
Stayed,N279711,76,Dublin,43016,40.09859,-83.15376,DSL,Yes,Male,2.416685985,142.500692,89.85760858333333,Yes,Yes,Yes,Yes,One year,Yes,Electronic Check,No,No
Stayed,P760514,38,Skidmore,64487,40.30865,-95.10265,,Yes,Nonbinary,6.73327535,114.997564,71.19147956666667,No,Yes,Yes,No,Month-to-month,Yes,Electronic Check,No,No
Churned,H849889,47,Atlanta,30319,33.87897,-84.33619,DSL,Yes,Female,6.549035393,232.62403,124.08979049999999,No,No,No,Yes,Two Year,Yes,Credit Card,Yes,Yes
Churned,R379090,84,Roosevelt,11575,40.68046,-73.5853,Fiber Optic,Yes,Male,10.57197066,242.628057,137.442734,No,Yes,Yes,No,Month-to-month,Yes,Bank Withdrawal,Yes,Yes
Churned,L187290,19,Rand,80473,40.42501,-106.13465,Fiber Optic,No,Male,3.379756569,202.443347,75.43299355833334,No,Yes,No,No,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,X525693,87,Harrisburg,17111,40.26896,-76.78491,,Yes,Female,8.959047529,124.993537,57.05265440833333,No,No,No,Yes,Two Year,Yes,Electronic Check,No,No
Stayed,T515102,75,Pope Army Airfield,28308,35.17098,-79.015,DSL,Yes,Male,10.23679934,174.976769,138.54442125,No,No,Yes,Yes,Two Year,No,Electronic Check,No,Yes
Churned,V571104,37,Opdyke,62872,38.26642,-88.80382,DSL,No,Male,14.96503088,225.145743,203.04762166666669,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed Check,Yes,Yes
Churned,V824084,52,Wartburg,37887,36.09667,-84.58472,Fiber Optic,Yes,Female,23.79323993,275.133571,223.14503416666665,No,Yes,Yes,No,One year,No,Mailed Check,Yes,Yes
Churned,L189856,24,Cambria,93428,35.59033,-121.02929,Fiber Optic,Yes,Male,11.45675389,287.642733,148.27580075,No,Yes,Yes,Yes,Month-to-month,No,Credit Card,Yes,Yes
Churned,D07066,83,Upperville,20184,39.00275,-77.88265,,Yes,Male,11.04076215,177.65076,124.55970075,Yes,No,No,No,Month-to-month,No,Electronic Check,Yes,Yes
Churned,N584184,19,Washington,20015,38.96659,-77.05848,DSL,No,Female,7.425503428,220.114868,145.06050333333334,No,No,No,No,Month-to-month,No,Credit Card,Yes,Yes
Churned,K578402,78,Hazelton,67061,37.09139,-98.37254,,Yes,Male,2.411712843,197.516854,58.729605575,Yes,Yes,Yes,Yes,One year,Yes,Mailed Check,Yes,No
Stayed,Y413092,61,Fountain,32438,30.50527,-85.42896,Fiber Optic,Yes,Female,2.009542213,194.974431,46.53925735833334,Yes,No,No,Yes,One year,No,Bank Withdrawal,Yes,No
Churned,F980573,38,Markle,46770,40.83313,-85.31898,,Yes,Male,9.068119482,175.133074,106.85658741666667,No,No,No,No,Month-to-month,Yes,Mailed Check,Yes,Yes
Churned,I581177,79,Elmira,97437,44.09688,-123.38908,Fiber Optic,Yes,Male,1.926789854,147.478341,23.9849153,Yes,No,No,No,Month-to-month,No,Electronic Check,No,No
Stayed,U469398,49,Hildreth,68947,40.28011,-99.04764,,Yes,Female,11.77389421,134.980139,94.12745341666665,No,Yes,No,No,Two Year,Yes,Electronic Check,No,No
Stayed,I85282,41,Metz,26585,39.61491,-80.42931,Fiber Optic,Yes,Female,2.585228303,157.483594,32.834572683333334,No,No,Yes,No,One year,No,Mailed Check,No,No
Stayed,Z317359,75,Austin,78744,30.18277,-97.7292,Fiber Optic,Yes,Female,9.517703088,255.141716,108.51923533333333,Yes,No,No,Yes,One year,Yes,Credit Card,Yes,Yes
Stayed,I981930,60,Sarasota,34237,27.3377,-82.51397,Fiber Optic,Yes,Female,9.532523799,137.439154,80.87235765833334,No,No,No,No,Two Year,Yes,Mailed Check,No,Yes
Stayed,N227355,70,San Mateo,94402,37.54109,-122.33312,Fiber Optic,Yes,Male,23.103996,235.159141,210.24076083333333,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed Check,Yes,Yes
